text,label,augmentation_type,original_text,language,translation_method
עברית: Work from home: Earn $4049/hour! Start today: bit....,spam,,Work from home: Earn $4049/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: \Keep ur problems in ur heart...,ham,,\Keep ur problems in ur heart,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2851...,phishing,,Send Money Now http//bit.ly/2851,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 41...,spam,,Debt relief program: Get out of debt fast! Call 4120,hebrew,google_translate_placeholder
עברית: Invia denaro ora http://bit.ly/2284...,phishing,,Invia denaro ora http://bit.ly/2284,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 53...,spam,,Debt relief program: Get out of debt fast! Call 5375,hebrew,google_translate_placeholder
עברית: The evo. I just had to download flash. Jealous?...,ham,,The evo. I just had to download flash. Jealous?,hebrew,google_translate_placeholder
עברית: Dia hanya akan khawatir untuk hal yang sia-sia. Da...,ham,,"Dia hanya akan khawatir untuk hal yang sia-sia. Dan dia tidak akan memberimu uang, tidak ada gunanya.",hebrew,google_translate_placeholder
עברית: Pacchetto trattenuto in terminal: http://ffnst.com...,phishing,,Pacchetto trattenuto in terminal: http://ffnst.com/7DH881,hebrew,google_translate_placeholder
עברית: No estamos viendo una película aún. Xy quiere ir d...,ham,,"No estamos viendo una película aún. Xy quiere ir de compras, así que estoy de compras con ella ahora.",hebrew,google_translate_placeholder
עברית: Your order #1502 has been shipped....,ham,,Your order #1502 has been shipped.,hebrew,google_translate_placeholder
עברית: Suoneria Top gratuita - iscriviti alla suoneria se...,spam,,"Suoneria Top gratuita - iscriviti alla suoneria settimanale - ottieni la prima settimana gratis - invia SUBPOLY a 81618 - ?3 a settimana - per interrompere gli SMS, chiama 08718727870.",hebrew,google_translate_placeholder
עברית: Work from home: Earn $1463/hour! Start today: bit....,spam,,Work from home: Earn $1463/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $2099 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $2099 Amazon gift card! Redeem at goo.gl/xyz 🎉,hebrew,google_translate_placeholder
"עברית: Du hast einen heimlichen Bewunderer, der Kontakt m...",spam,,"Du hast einen heimlichen Bewunderer, der Kontakt mit dir aufnehmen möchte - finde heraus, wer es ist* Lass uns wissen, wer dich so besonders findet - Ruf an unter 09058094599.",hebrew,google_translate_placeholder
עברית: Per coloro che hanno un contratto di programmazion...,ham,,Per coloro che hanno un contratto di programmazione di giochi (e anche DWM): stiamo pianificando di partecipare a Gemastik. Si tratta della competizione più grande tra i corsi di laurea in informatica/IF e abbiamo grandi opportunità in questo settore.,hebrew,google_translate_placeholder
עברית: Your order #1646 has been shipped....,ham,,Your order #1646 has been shipped.,hebrew,google_translate_placeholder
עברית: Pacchetto bloccato nel terminale: http://ffnst.com...,phishing,,Pacchetto bloccato nel terminale: http://ffnst.com/7DH85,hebrew,google_translate_placeholder
"עברית: Oke, selamat menikmati. Apakah kamu ada di rumah?...",ham,,"Oke, selamat menikmati. Apakah kamu ada di rumah?",hebrew,google_translate_placeholder
עברית: Sende jetzt Geld http//bit.ly/2742...,phishing,,Sende jetzt Geld http//bit.ly/2742,hebrew,google_translate_placeholder
"עברית: J'ai &lt;#&gt;, y a-t-il un moyen que je puisse ve...",ham,,"J'ai &lt;#&gt;, y a-t-il un moyen que je puisse venir chercher ?",hebrew,google_translate_placeholder
"עברית: ""Rindu akan apapun demi 'Hidup Terbaik'mu, tapi ja...",ham,,"""Rindu akan apapun demi 'Hidup Terbaik'mu, tapi jangan lewatkan hidup terbaikmu demi apapun. Selamat malam...""",hebrew,google_translate_placeholder
עברית: Paquete detenido en la terminal: http://ffnst.com/...,phishing,,Paquete detenido en la terminal: http://ffnst.com/7DH427,hebrew,google_translate_placeholder
עברית: K:)k:)good:)study well....,ham,,K:)k:)good:)study well.,hebrew,google_translate_placeholder
עברית: WIN 4374 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 4374 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
עברית: Pasa por nuestra habitación en algún momento para ...,ham,,Pasa por nuestra habitación en algún momento para que podamos concretar el plan para este fin de semana.,hebrew,google_translate_placeholder
עברית: Anda perlu segera mengirim uang kepada IRS SEKARAN...,spam,,Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/8956,hebrew,google_translate_placeholder
עברית: Pacchetto trattenuto in deposito terminale: http:/...,phishing,,Pacchetto trattenuto in deposito terminale: http://ffnst.com/7DH62,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2540...,phishing,,Send Money Now http//bit.ly/2540,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 5011. Don't share it....,phishing,,WhatsApp: New security code: 5011. Don't share it.,hebrew,google_translate_placeholder
עברית: Invia denaro ora http://bit.ly/1524...,phishing,,Invia denaro ora http://bit.ly/1524,hebrew,google_translate_placeholder
עברית: Apa yang dipikirkan tidak ada yang mengatakannya d...,ham,,"Apa yang dipikirkan tidak ada yang mengatakannya dengan jelas. Baiklah, tidak perlu bertanya kepadanya. Aku akan pergi, apakah dia datang atau tidak.",hebrew,google_translate_placeholder
עברית: Ly. Bitte beantworten Sie diese SMS nicht....,ham,,Ly. Bitte beantworten Sie diese SMS nicht.,hebrew,google_translate_placeholder
עברית: Job offer: Earn $3014/month. Apply at goo.gl/xyz...,phishing,,Job offer: Earn $3014/month. Apply at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $3683 cash prize at goo.gl/x...,spam,,Your entry won! Claim $3683 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: URGENT: Your prize is waiting! Call 8548...,spam,,URGENT: Your prize is waiting! Call 8548,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 5690 at bit.ly/123...,spam,,FREE iPhone 15! Enter code 5690 at bit.ly/123,hebrew,google_translate_placeholder
עברית: ¡Fácil ah? ¡Que sen haya sido seleccionado signifi...,ham,,¡Fácil ah? ¡Que sen haya sido seleccionado significa que es bueno!,hebrew,google_translate_placeholder
"עברית: Penso di averlo sistemato, puoi inviare un messagg...",ham,,"Penso di averlo sistemato, puoi inviare un messaggio di prova?",hebrew,google_translate_placeholder
עברית: Esperando tu llamada....,ham,,Esperando tu llamada.,hebrew,google_translate_placeholder
עברית: Earn $3118 per week working from home!...,spam,,Earn $3118 per week working from home!,hebrew,google_translate_placeholder
"עברית: Y varios para usted, señor....",ham,,"Y varios para usted, señor.",hebrew,google_translate_placeholder
עברית: Habe heute mit Onkel John gesprochen. Er ist fest ...,ham,,"Habe heute mit Onkel John gesprochen. Er ist fest davon überzeugt, dass du Opfer bringen musst, um mich hier zu behalten. Er wird dich anrufen. Wenn er das tut, bitte ich dich nur zuzuhören. Mach keine Versprechen oder kläre, dass die Dinge nicht einfach sind. Und ich bitte dich, uns die Möglichkeit zu geben, die Dinge zu regeln. Solange ich auf Hilfe warte, wird meine Kreativität unterdrückt, also bitte halte ihn einfach zufrieden, keine Versprechen von deiner Seite.",hebrew,google_translate_placeholder
"עברית: Ok, a che ora finisce?...",ham,,"Ok, a che ora finisce?",hebrew,google_translate_placeholder
עברית: Debes enviar dinero al IRS AHORA en https://tinyur...,spam,,Debes enviar dinero al IRS AHORA en https://tinyurl.com/8910,hebrew,google_translate_placeholder
"עברית: Verfolge sie und überfahre sie, während sie die St...",ham,,"Verfolge sie und überfahre sie, während sie die Straße überquert.",hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 85...,spam,,Debt relief program: Get out of debt fast! Call 8510,hebrew,google_translate_placeholder
עברית: Ricevi un potenziatore di dati mobile gratuito con...,phishing,,Ricevi un potenziatore di dati mobile gratuito con ogni nuovo piano telefonico su MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/0,hebrew,google_translate_placeholder
עברית: Le colis est retenu au terminal: http://ffnst.com/...,phishing,,Le colis est retenu au terminal: http://ffnst.com/7DH227,hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $2797 gift card at goo.gl...,phishing,,Prize winner! Claim your $2797 gift card at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: WIN 4013 NOW! Click tinyurl.com/abc to claim!...,spam,,WIN 4013 NOW! Click tinyurl.com/abc to claim!,hebrew,google_translate_placeholder
עברית: Package detained at the terminal: http://ffnst.com...,phishing,,Package detained at the terminal: http://ffnst.com/7DH265,hebrew,google_translate_placeholder
עברית: Your order #8179 has been shipped....,ham,,Your order #8179 has been shipped.,hebrew,google_translate_placeholder
עברית: Ha... Dann müssen wir überall zu Fuß gehen... Wir ...,ham,,"Ha... Dann müssen wir überall zu Fuß gehen... Wir können die Straßenbahn nicht nehmen. Mein Cousin sagte, wir können vom Hotel zum Viktoria Markt laufen.",hebrew,google_translate_placeholder
"עברית: Gumby's hat ein besonderes Angebot, bei dem eine 1...",ham,,"Gumby's hat ein besonderes Angebot, bei dem eine 12-Zoll-Käsepizza $2 kostet, also weiß ich, was wir heute Abend machen.",hebrew,google_translate_placeholder
עברית: Job offer: Earn $4169/month. Apply at goo.gl/xyz...,phishing,,Job offer: Earn $4169/month. Apply at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $829 Amazon gift card! Redeem ...,spam,,🎉 CONGRATS! You won $829 Amazon gift card! Redeem at goo.gl/xyz 🎉,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 8063 at goo.gl/xyz...,spam,,FREE iPhone 15! Enter code 8063 at goo.gl/xyz,hebrew,google_translate_placeholder
"עברית: * Je pensais à jeter tes baskets rouges, vertes et...",ham,,"* Je pensais à jeter tes baskets rouges, vertes et noires pour éviter de les ramener en train",hebrew,google_translate_placeholder
עברית: Message officiel DE PT.PLANET 3CARD vous avez gagn...,spam,,Message officiel DE PT.PLANET 3CARD vous avez gagné un prix EN ESPECES d'une valeur de 100 millions de roupies qui est tombé sur le gagnant (3) code PIN: bg58757 veuillez vérifier à: www.planet-3care2016.blogspot.com.,hebrew,google_translate_placeholder
עברית: Job offer: Earn $2379/month. Apply at tinyurl.com/...,phishing,,Job offer: Earn $2379/month. Apply at tinyurl.com/abc,hebrew,google_translate_placeholder
"עברית: CIAO SPLENDIDA, COME STAI? IL MIO TELEFONO ERA IN ...",ham,,"CIAO SPLENDIDA, COME STAI? IL MIO TELEFONO ERA IN CARICA LA SCORSA NOTTE QUANDO MI HAI MANDATO UN MESSAGGIO. SPERO TU ABBIA PASSATO UN BEL WEEKEND COME SONO SICURO CHE LO HAI FATTO. NON VEDO L'ORA DI VEDERTI DOMANI. AMORE JAZ.",hebrew,google_translate_placeholder
עברית: Don't miss this amazing deal: jacket for only $17!...,spam,,Don't miss this amazing deal: jacket for only $17!,hebrew,google_translate_placeholder
"עברית: S'il vous plaît, dites à Nelson que les billets ne...",ham,,"S'il vous plaît, dites à Nelson que les billets ne viendront plus. L'argent que j'attendais ne viendra pas.",hebrew,google_translate_placeholder
עברית: Apakah kamu sudah mendengar dari minggu ini?...,ham,,Apakah kamu sudah mendengar dari minggu ini?,hebrew,google_translate_placeholder
עברית: Your tax refund of $3018 is ready. Claim at bit.ly...,phishing,,Your tax refund of $3018 is ready. Claim at bit.ly/123,hebrew,google_translate_placeholder
עברית: Vous avez GAGNÉ une somme garantie de 1000 £ en es...,spam,,"Vous avez GAGNÉ une somme garantie de 1000 £ en espèces ou un prix de 2000 £. Pour réclamer votre prix, appelez notre représentant du service clientèle au 08714712394 entre 10h et 19h.",hebrew,google_translate_placeholder
עברית: Halo! Apa pendapatmu tentang pertandingan tersebut...,ham,,Halo! Apa pendapatmu tentang pertandingan tersebut?,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 35...,spam,,Debt relief program: Get out of debt fast! Call 3550,hebrew,google_translate_placeholder
עברית: Per favore accettami per un giorno. O ti supplico ...,ham,,Per favore accettami per un giorno. O ti supplico di modificare il numero.,hebrew,google_translate_placeholder
עברית: Selamat ENGLAND! Dapatkan nada dering resmi atau b...,spam,,Selamat ENGLAND! Dapatkan nada dering resmi atau bendera warna di ponsel Anda! Ketik TONE atau FLAG ke 84199 SEKARANG! Berhenti berlangganan dengan mengirimkan pesan teks ENG STOP. Kotak pos 39822 W111WX ¬£1.50,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 7394 at tinyurl.com/abc...,spam,,FREE iPhone 15! Enter code 7394 at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Utilice 288183 como código para restablecer la con...,ham,,Utilice 288183 como código para restablecer la contraseña de su cuenta de Microsoft.,hebrew,google_translate_placeholder
"עברית: Bitte rufen Sie sofort unter 08712402902 an, da ei...",spam,,"Bitte rufen Sie sofort unter 08712402902 an, da eine dringende Nachricht auf Sie wartet.",hebrew,google_translate_placeholder
עברית: Grazie per aver ricaricato su sunny15. Trx success...,spam,,Grazie per aver ricaricato su sunny15. Trx successo sbsar 10.000 SN:1790103904. BYR PLNTELKOM BISA. Attenderemo il tuo ritorno.,hebrew,google_translate_placeholder
"עברית: Princesa, ¿tu gatito está afeitado o natural?...",ham,,"Princesa, ¿tu gatito está afeitado o natural?",hebrew,google_translate_placeholder
עברית: FREE camera phones with linerental from 4.49/month...,spam,,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,hebrew,google_translate_placeholder
"עברית: Aliado, por favor no contestar este mensaje SMS....",ham,,"Aliado, por favor no contestar este mensaje SMS.",hebrew,google_translate_placeholder
עברית: Webseite ist nicht verfügbar!...,ham,,Webseite ist nicht verfügbar!,hebrew,google_translate_placeholder
"עברית: Genial, envíame un mensaje cuando estés listo...",ham,,"Genial, envíame un mensaje cuando estés listo",hebrew,google_translate_placeholder
עברית: Your account balance is $3383...,ham,,Your account balance is $3383,hebrew,google_translate_placeholder
עברית: Exclusive Offer: Get 50% off on your next purchase...,spam,,Exclusive Offer: Get 50% off on your next purchase at SuperShoes. Visit www.supershoes.com/offers. Unsubscribe at bit.ly/com37393,hebrew,google_translate_placeholder
