text,label,original_text
pelanggan yth. tri care לא.xv/2015 pin_pemenang anda 8jf2177. mendapatkan hadiah 1 unit mobil toyota yaris. info klik http://tri-3.webnode.com/ untuk mencocokkan pin pemenang anda,spam,Pelanggan Yth. TRI CARE No.XV/2015 PIN_PEMENANG ANDA 8JF2177. Mendapatkan Hadiah 1 Unit Mobil Toyota Yaris. Info klik http://tri-3.webnode.com/ UNTUK MENCOCOKKAN PIN PEMENANG ANDA
debt relief program: get out of debt fast! התקשר 4184,spam,Debt relief program: Get out of debt fast! Call 4184
your entry won! claim $1491 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1491 cash prize at goo.gl/xyz
הודעה: Your order #9193 has been shipped.,ham,Your order #9193 has been shipped.
הודעה: Your tax refund of $850 is ready. Claim at bit.ly/123,phishing,Your tax refund of $850 is ready. Claim at bit.ly/123
דחוף: your פרס is waiting! התקשר 7763,spam,URGENT: Your prize is waiting! Call 7763
הודעה: Pertandingan dimulai. India &lt;#&gt; selama 2.,ham,Pertandingan dimulai. India &lt;#&gt; selama 2.
הודעה: Your verification code is 5368,ham,Your verification code is 5368
הודעה: Anda perlu segera mengirim uang ke IRS sekarang di https://tinyurl.com/9048,spam,Anda perlu segera mengirim uang ke IRS sekarang di https://tinyurl.com/9048
"הודעה: Hey! Hectic day on the horizon? Make sure to breathe. :) Btw, are you amenable to the idea of transferring ownership of 725 Southgate Dr?",spam,"Hey! Hectic day on the horizon? Make sure to breathe. :) Btw, are you amenable to the idea of transferring ownership of 725 Southgate Dr?"
debt relief program: get out of debt fast! התקשר 7181,spam,Debt relief program: Get out of debt fast! Call 7181
הודעה: Did either of you have any idea's? Do you know of anyplaces doing something?,ham,Did either of you have any idea's? Do you know of anyplaces doing something?
plg yth! לא' anda 081310xx m-dpt hadiah all new avanza dr pt.telkomsel pin anda:b89c7h9 info klik: www.tsel-resmi777.jimdo.coma/hub;0016282333306308,spam,Plg Yth! No' Anda 081310xx m-dpt Hadiah All new avanza dr PT.TELKOMSEL PIN Anda:b89c7h9 Info klik: www.tsel-resmi777.jimdo.comA/hub;0016282333306308
"הודעה: Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
"הודעה: Halo, saldo akun Voicespin MARGIN_ONE_SERVICES_LTD Anda adalah -29291.27. Kecuali Anda mengisi saldo segera, saldo akan mencapai batas kredit dan akan diblokir.",ham,"Halo, saldo akun Voicespin MARGIN_ONE_SERVICES_LTD Anda adalah -29291.27. Kecuali Anda mengisi saldo segera, saldo akan mencapai batas kredit dan akan diblokir."
חינם iphone 15! enter code 1879 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 1879 at goo.gl/xyz
פרס winner! claim your $2278 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $2278 gift card at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 5853,spam,URGENT: Your prize is waiting! Call 5853
win 3981 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 3981 NOW! Click bit.ly/123 to claim!
התקשר 6355 for customer support,ham,Call 6355 for customer support
your entry won! claim $2575 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $2575 cash prize at goo.gl/xyz
הודעה: Your tax refund of $3595 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $3595 is ready. Claim at tinyurl.com/abc
"הודעה: 4854 adalah kode verifikasi Disney+ Hotstar Anda. Selamat menonton!\
 \
  ",ham,"4854 adalah kode verifikasi Disney+ Hotstar Anda. Selamat menonton!\
 \
  "
הודעה: Your order #5052 has been shipped.,ham,Your order #5052 has been shipped.
הודעה: Package held at the terminal: http://ffnst.com/7DH983,phishing,Package held at the terminal: http://ffnst.com/7DH983
your entry won! claim $1994 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1994 cash prize at goo.gl/xyz
your חשבון balance is $661,ham,Your account balance is $661
debt relief program: get out of debt fast! התקשר 6998,spam,Debt relief program: Get out of debt fast! Call 6998
win 3567 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 3567 NOW! Click bit.ly/123 to claim!
התקשר 6806 for customer support,ham,Call 6806 for customer support
חינם iphone 15! enter code 4156 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 4156 at tinyurl.com/abc
"it looks like you haven't checked in for your flight to san francisco yet. check in עכשיו: https://gofly.united.com/wiqxjbjohf\
\
your flight departs at 7:00",ham,"It looks like you haven't checked in for your flight to San Francisco yet. Check in now: https://gofly.united.com/WiqxjbjohF\
\
Your flight departs at 7:00"
חינם iphone 15! enter code 8150 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 8150 at goo.gl/xyz
debt relief program: get out of debt fast! התקשר 6126,spam,Debt relief program: Get out of debt fast! Call 6126
חינם iphone 15! enter code 4078 at bit.ly/123,spam,FREE iPhone 15! Enter code 4078 at bit.ly/123
your entry won! claim $2059 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $2059 cash prize at goo.gl/xyz
win 1646 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 1646 NOW! Click tinyurl.com/abc to claim!
חינם iphone 15! enter code 5828 at bit.ly/123,spam,FREE iPhone 15! Enter code 5828 at bit.ly/123
debt relief program: get out of debt fast! התקשר 3781,spam,Debt relief program: Get out of debt fast! Call 3781
הודעה: Bolehkah saya menelepon Anda nanti? Terima kasih.,ham,Bolehkah saya menelepon Anda nanti? Terima kasih.
הודעה: Your payment of $1696 was processed,ham,Your payment of $1696 was processed
your חשבון balance is $1275,ham,Your account balance is $1275
"הודעה: Didn't try, g and I decided not to head out",ham,"Didn't try, g and I decided not to head out"
הודעה: Your verification code is 1142,ham,Your verification code is 1142
הודעה: Your verification code is 7301,ham,Your verification code is 7301
הודעה: Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
win 1208 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 1208 NOW! Click goo.gl/xyz to claim!
הודעה: Your verification code is 7221,ham,Your verification code is 7221
your entry won! claim $1063 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $1063 cash prize at tinyurl.com/abc
"היי, your birthday is coming soon. it is time to buy a 1 cr term plan for rs.5390 rather paying rs.5603 after birthday. לחץ rml.lu/cvs559y8",spam,"Hi, Your birthday is coming soon. It is time to buy a 1 Cr Term Plan for Rs.5390 rather paying Rs.5603 after birthday. Click rml.lu/Cvs559Y8"
win 3539 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3539 NOW! Click goo.gl/xyz to claim!
win 4733 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 4733 NOW! Click goo.gl/xyz to claim!
הודעה: Your payment of $3018 was processed,ham,Your payment of $3018 was processed
win 3434 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3434 NOW! Click goo.gl/xyz to claim!
הודעה: Your tax refund of $2187 is ready. Claim at bit.ly/123,phishing,Your tax refund of $2187 is ready. Claim at bit.ly/123
דחוף: your פרס is waiting! התקשר 8326,spam,URGENT: Your prize is waiting! Call 8326
your entry won! claim $688 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $688 cash prize at goo.gl/xyz
חינם iphone 15! enter code 1987 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1987 at tinyurl.com/abc
חינם iphone 15! enter code 9416 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 9416 at goo.gl/xyz
הודעה: Package held at the terminal: http://ffnst.com/7DH164,phishing,Package held at the terminal: http://ffnst.com/7DH164
הודעה: Stai ancora partecipando alle conferenze?,ham,Stai ancora partecipando alle conferenze?
"oh... i was thkin of goin yogasana at 10 den לא nd to go at 3 den can rush to parco 4 nb... okie lor, u התקשר me when ready...",ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
הודעה: Package detained at the terminal: http://ffnst.com/7DH83,phishing,Package detained at the terminal: http://ffnst.com/7DH83
debt relief program: get out of debt fast! התקשר 1493,spam,Debt relief program: Get out of debt fast! Call 1493
win 2101 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 2101 NOW! Click bit.ly/123 to claim!
"הודעה: Sto con lui adesso, sto comprando i biglietti...",ham,"Sto con lui adesso, sto comprando i biglietti..."
הודעה: Anda. tolong jangan jawab SMS ini,ham,Anda. tolong jangan jawab SMS ini
הודעה: Pesan resmi DARI PT.PLANET 3CARD anda telah memenangkan hadiah CEK TUNAI senilai Rp.100 juta (3) kode PIN:bg58757. Silakan cek di: www.planet-3care2016.blogspot.com.,spam,Pesan resmi DARI PT.PLANET 3CARD anda telah memenangkan hadiah CEK TUNAI senilai Rp.100 juta (3) kode PIN:bg58757. Silakan cek di: www.planet-3care2016.blogspot.com.
your entry won! claim $1477 cash פרס at bit.ly/123,spam,Your entry won! Claim $1477 cash prize at bit.ly/123
your entry won! claim $760 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $760 cash prize at goo.gl/xyz
הודעה: Invia un SMS con la scritta BANNEDUK al numero 89555 per scoprire! costa 150p textoperator g696ga 18+ XXX,spam,Invia un SMS con la scritta BANNEDUK al numero 89555 per scoprire! costa 150p textoperator g696ga 18+ XXX
הודעה: U dun say so early hor... U c already then say...,ham,U dun say so early hor... U c already then say...
הודעה: Ihr OKX-Verifizierungscode lautet: 007654. Dieser Code wird in 10 Minuten ablaufen. Teilen Sie diesen Code nicht mit anderen; unsere Mitarbeiter werden niemals nach dem Code fragen.,ham,Ihr OKX-Verifizierungscode lautet: 007654. Dieser Code wird in 10 Minuten ablaufen. Teilen Sie diesen Code nicht mit anderen; unsere Mitarbeiter werden niemals nach dem Code fragen.
הודעה: Package held at the terminal: http://ffnst.com/7DH468,phishing,Package held at the terminal: http://ffnst.com/7DH468
חינם iphone 15! enter code 9315 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 9315 at goo.gl/xyz
your entry won! claim $1676 cash פרס at bit.ly/123,spam,Your entry won! Claim $1676 cash prize at bit.ly/123
win 4266 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 4266 NOW! Click bit.ly/123 to claim!
win 2616 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 2616 NOW! Click bit.ly/123 to claim!
debt relief program: get out of debt fast! התקשר 1093,spam,Debt relief program: Get out of debt fast! Call 1093
your חשבון balance is $2798,ham,Your account balance is $2798
הודעה: Your tax refund of $1400 is ready. Claim at bit.ly/123,phishing,Your tax refund of $1400 is ready. Claim at bit.ly/123
חינם iphone 15! enter code 3684 at bit.ly/123,spam,FREE iPhone 15! Enter code 3684 at bit.ly/123
הודעה: Your order #3489 has been shipped.,ham,Your order #3489 has been shipped.
חינם iphone 15! enter code 6140 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 6140 at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 4248,spam,URGENT: Your prize is waiting! Call 4248
פרס winner! claim your $3338 gift card at bit.ly/123,phishing,Prize winner! Claim your $3338 gift card at bit.ly/123
התקשר 7947 for customer support,ham,Call 7947 for customer support
הודעה: Your payment of $2203 was processed,ham,Your payment of $2203 was processed
"הודעה: Anda telah memenangkan Nokia 7250i. Ini adalah hadiah yang Anda dapatkan ketika Anda memenangkan lelang GRATIS kami. Untuk ikut serta, kirimkan Nokia ke 86021 sekarang. HG/Suite342/2Lands Row/W1JHL 16+",spam,"Anda telah memenangkan Nokia 7250i. Ini adalah hadiah yang Anda dapatkan ketika Anda memenangkan lelang GRATIS kami. Untuk ikut serta, kirimkan Nokia ke 86021 sekarang. HG/Suite342/2Lands Row/W1JHL 16+"
הודעה: Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
debt relief program: get out of debt fast! התקשר 1542,spam,Debt relief program: Get out of debt fast! Call 1542
דחוף: your פרס is waiting! התקשר 3554,spam,URGENT: Your prize is waiting! Call 3554
הודעה: Your payment of $3625 was processed,ham,Your payment of $3625 was processed
your entry won! claim $4347 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $4347 cash prize at goo.gl/xyz
win 1288 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 1288 NOW! Click tinyurl.com/abc to claim!
הודעה: Meine Schwester hat gestern zwei Runden bei Birla Soft bestanden.,ham,Meine Schwester hat gestern zwei Runden bei Birla Soft bestanden.
הודעה: Your tax refund of $4904 is ready. Claim at bit.ly/123,phishing,Your tax refund of $4904 is ready. Claim at bit.ly/123
your חשבון balance is $3912,ham,Your account balance is $3912
debt relief program: get out of debt fast! התקשר 2078,spam,Debt relief program: Get out of debt fast! Call 2078
"הודעה: Saya pinjam tas Anda, oke.",ham,"Saya pinjam tas Anda, oke."
הודעה: Your tax refund of $506 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $506 is ready. Claim at goo.gl/xyz
your חשבון balance is $3299,ham,Your account balance is $3299
הודעה: Your tax refund of $3660 is ready. Claim at bit.ly/123,phishing,Your tax refund of $3660 is ready. Claim at bit.ly/123
debt relief program: get out of debt fast! התקשר 6726,spam,Debt relief program: Get out of debt fast! Call 6726
win 2863 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 2863 NOW! Click tinyurl.com/abc to claim!
win 1681 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 1681 NOW! Click bit.ly/123 to claim!
חינם iphone 15! enter code 8915 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 8915 at tinyurl.com/abc
הודעה: Kasihan kamu sekali... Tapi kamu tidak mau makan? Sudah mandi?,ham,Kasihan kamu sekali... Tapi kamu tidak mau makan? Sudah mandi?
"הודעה: Texten Sie BANNEDUK an 89555, um mehr zu erfahren! Kosten 150 Pence. Textoperator g696ga. Ab 18. XXX.",spam,"Texten Sie BANNEDUK an 89555, um mehr zu erfahren! Kosten 150 Pence. Textoperator g696ga. Ab 18. XXX."
דחוף: your פרס is waiting! התקשר 5213,spam,URGENT: Your prize is waiting! Call 5213
חינם iphone 15! enter code 1881 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 1881 at goo.gl/xyz
חינם iphone 15! enter code 7838 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 7838 at tinyurl.com/abc
your חשבון balance is $1905,ham,Your account balance is $1905
פרס winner! claim your $4303 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $4303 gift card at tinyurl.com/abc
הודעה: Your tax refund of $967 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $967 is ready. Claim at goo.gl/xyz
