text,label,original_text,language,translation_method,source_index
עברית : WhatsApp : New אבטחה code : 5011 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 5011. Don't share it....,hebrew,rule_based,180
עברית : Invia denaro ora http : / / bit . ly / 1524 . . .,phishing,עברית: Invia denaro ora http://bit.ly/1524...,hebrew,rule_based,181
עברית : Apa yang dipikirkan tidak ada yang mengatakannya d . . .,ham,עברית: Apa yang dipikirkan tidak ada yang mengatakannya d...,hebrew,rule_based,182
עברית : Ly . Bitte beantworten Sie diese SMS nicht . . . .,ham,עברית: Ly. Bitte beantworten Sie diese SMS nicht....,hebrew,rule_based,183
עברית : Job הטבה : Earn $ 3014 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $3014/month. Apply at goo.gl/xyz...,hebrew,rule_based,184
עברית : Your entry זכית ב ! תבע $ 3683 תשלום זכייה at goo . gl / x . . .,spam,עברית: Your entry won! Claim $3683 cash prize at goo.gl/x...,hebrew,rule_based,185
עברית : מיידי : Your זכייה is waiting ! התקשר 8548 . . .,spam,עברית: URGENT: Your prize is waiting! Call 8548...,hebrew,rule_based,186
עברית : חינם iPhone 15 ! Enter code 5690 at bit . ly / 123 . . .,spam,עברית: FREE iPhone 15! Enter code 5690 at bit.ly/123...,hebrew,rule_based,187
עברית : ¡ Fácil ah ? ¡ Que sen haya sido seleccionado signifi . . .,ham,עברית: ¡Fácil ah? ¡Que sen haya sido seleccionado signifi...,hebrew,rule_based,188
"עברית : Penso di averlo sistemato , puoi inviare un messagg . . .",ham,"עברית: Penso di averlo sistemato, puoi inviare un messagg...",hebrew,rule_based,189
עברית : Esperando tu llamada . . . .,ham,עברית: Esperando tu llamada....,hebrew,rule_based,190
עברית : Earn $ 3118 per week working from home ! . . .,spam,עברית: Earn $3118 per week working from home!...,hebrew,rule_based,191
"עברית : Y varios para usted , señor . . . .",ham,"עברית: Y varios para usted, señor....",hebrew,rule_based,192
עברית : Habe heute mit Onkel John gesprochen . Er ist fest . . .,ham,עברית: Habe heute mit Onkel John gesprochen. Er ist fest ...,hebrew,rule_based,193
"עברית : טוב , a che ora finisce ? . . .",ham,"עברית: Ok, a che ora finisce?...",hebrew,rule_based,194
עברית : Debes enviar dinero al IRS AHORA en https : / / tinyur . . .,spam,עברית: Debes enviar dinero al IRS AHORA en https://tinyur...,hebrew,rule_based,195
"עברית : Verfolge sie und überfahre sie , während sie die St . . .",ham,"עברית: Verfolge sie und überfahre sie, während sie die St...",hebrew,rule_based,196
עברית : Debt relief program : Get out of debt fast ! חייג 85 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 85...,hebrew,rule_based,197
עברית : Ricevi un potenziatore di dati mobile gratuito con . . .,phishing,עברית: Ricevi un potenziatore di dati mobile gratuito con...,hebrew,rule_based,198
עברית : Le colis est retenu au terminal : http : / / ffnst . com / . . .,phishing,עברית: Le colis est retenu au terminal: http://ffnst.com/...,hebrew,rule_based,199
עברית : זכייה winner ! דרוש your $ 2797 gift card at goo . gl . . .,phishing,עברית: Prize winner! Claim your $2797 gift card at goo.gl...,hebrew,rule_based,200
עברית : זכה 4013 מיד ! Click tinyurl . com / abc to דרוש ! . . .,spam,עברית: WIN 4013 NOW! Click tinyurl.com/abc to claim!...,hebrew,rule_based,201
עברית : Package detained at the terminal : http : / / ffnst . com . . .,phishing,עברית: Package detained at the terminal: http://ffnst.com...,hebrew,rule_based,202
עברית : Your order # 8179 has been shipped . . . .,ham,עברית: Your order #8179 has been shipped....,hebrew,rule_based,203
עברית : Ha . . . Dann müssen wir überall zu Fuß gehen . . . Wir . . .,ham,עברית: Ha... Dann müssen wir überall zu Fuß gehen... Wir ...,hebrew,rule_based,204
"עברית : Gumby ' s hat ein besonderes Angebot , bei dem eine 1 . . .",ham,"עברית: Gumby's hat ein besonderes Angebot, bei dem eine 1...",hebrew,rule_based,205
עברית : Job הטבה : Earn $ 4169 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $4169/month. Apply at goo.gl/xyz...,hebrew,rule_based,206
עברית : 🎉 CONGRATS ! אתה זכית ב $ 829 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $829 Amazon gift card! Redeem ...,hebrew,rule_based,207
עברית : בחינם iPhone 15 ! Enter code 8063 at goo . gl / xyz . . .,spam,עברית: FREE iPhone 15! Enter code 8063 at goo.gl/xyz...,hebrew,rule_based,208
"עברית : * Je pensais à jeter tes baskets rouges , vertes et . . .",ham,"עברית: * Je pensais à jeter tes baskets rouges, vertes et...",hebrew,rule_based,209
עברית : Message officiel DE PT . PLANET 3CARD vous avez gagn . . .,spam,עברית: Message officiel DE PT.PLANET 3CARD vous avez gagn...,hebrew,rule_based,210
עברית : Job מבצע : Earn $ 2379 / month . Apply at tinyurl . com / . . .,phishing,עברית: Job offer: Earn $2379/month. Apply at tinyurl.com/...,hebrew,rule_based,211
"עברית : CIAO SPLENDIDA , COME STAI ? IL MIO TELEFONO ERA IN . . .",ham,"עברית: CIAO SPLENDIDA, COME STAI? IL MIO TELEFONO ERA IN ...",hebrew,rule_based,212
עברית : Don ' t miss this amazing deal : jacket for only $ 17 ! . . .,spam,עברית: Don't miss this amazing deal: jacket for only $17!...,hebrew,rule_based,213
"עברית : S ' il vous plaît , dites à Nelson que les billets ne . . .",ham,"עברית: S'il vous plaît, dites à Nelson que les billets ne...",hebrew,rule_based,214
עברית : Apakah kamu sudah mendengar dari minggu ini ? . . .,ham,עברית: Apakah kamu sudah mendengar dari minggu ini?...,hebrew,rule_based,215
עברית : Your tax refund of $ 3018 is ready . דרוש at bit . ly . . .,phishing,עברית: Your tax refund of $3018 is ready. Claim at bit.ly...,hebrew,rule_based,216
עברית : Vous avez GAGNÉ une somme garantie de 1000 £ en es . . .,spam,עברית: Vous avez GAGNÉ une somme garantie de 1000 £ en es...,hebrew,rule_based,217
עברית : Halo ! Apa pendapatmu tentang pertandingan tersebut . . .,ham,עברית: Halo! Apa pendapatmu tentang pertandingan tersebut...,hebrew,rule_based,218
עברית : Debt relief program : Get out of debt fast ! התקשר 35 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 35...,hebrew,rule_based,219
עברית : Per favore accettami per un giorno . O ti supplico . . .,ham,עברית: Per favore accettami per un giorno. O ti supplico ...,hebrew,rule_based,220
עברית : Selamat ENGLAND ! Dapatkan nada dering resmi atau b . . .,spam,עברית: Selamat ENGLAND! Dapatkan nada dering resmi atau b...,hebrew,rule_based,221
עברית : בחינם iPhone 15 ! Enter code 7394 at tinyurl . com / abc . . .,spam,עברית: FREE iPhone 15! Enter code 7394 at tinyurl.com/abc...,hebrew,rule_based,222
עברית : Utilice 288183 como código para restablecer la con . . .,ham,עברית: Utilice 288183 como código para restablecer la con...,hebrew,rule_based,223
"עברית : Bitte rufen Sie sofort unter 08712402902 an , da ei . . .",spam,"עברית: Bitte rufen Sie sofort unter 08712402902 an, da ei...",hebrew,rule_based,224
עברית : Grazie per aver ricaricato su sunny15 . Trx success . . .,spam,עברית: Grazie per aver ricaricato su sunny15. Trx success...,hebrew,rule_based,225
"עברית : Princesa , ¿ tu gatito está afeitado o natural ? . . .",ham,"עברית: Princesa, ¿tu gatito está afeitado o natural?...",hebrew,rule_based,226
עברית : בחינם camera phones with linerental from 4 . 49 / month . . .,spam,עברית: FREE camera phones with linerental from 4.49/month...,hebrew,rule_based,227
"עברית : Aliado , por favor לא contestar este mensaje SMS . . . .",ham,"עברית: Aliado, por favor no contestar este mensaje SMS....",hebrew,rule_based,228
עברית : Webseite ist nicht verfügbar ! . . .,ham,עברית: Webseite ist nicht verfügbar!...,hebrew,rule_based,229
"עברית : Genial , envíame un mensaje cuando estés listo . . .",ham,"עברית: Genial, envíame un mensaje cuando estés listo...",hebrew,rule_based,230
עברית : Your חשבון בנק balance is $ 3383 . . .,ham,עברית: Your account balance is $3383...,hebrew,rule_based,231
עברית : Exclusive הצעה : Get 50 % off on your next purchase . . .,spam,עברית: Exclusive Offer: Get 50% off on your next purchase...,hebrew,rule_based,232
עברית : Geld jetzt senden http / / bit . ly / 1550 . . .,phishing,עברית: Geld jetzt senden http//bit.ly/1550...,hebrew,rule_based,233
עברית : Invia denaro ora http / / bit . ly / 2483 . . .,phishing,עברית: Invia denaro ora http//bit.ly/2483...,hebrew,rule_based,234
עברית : Don ' t miss this amazing deal : watch for only $ 54 ! . . .,spam,עברית: Don't miss this amazing deal: watch for only $54!...,hebrew,rule_based,235
עברית : Sende jetzt Geld http / / bit . ly / 2550 . . .,phishing,עברית: Sende jetzt Geld http//bit.ly/2550...,hebrew,rule_based,236
עברית : Tunggu saja sampai akhir Maret ketika El Nino munc . . .,ham,עברית: Tunggu saja sampai akhir Maret ketika El Nino munc...,hebrew,rule_based,237
עברית : Your entry זכית ! דרוש $ 3586 מזומן מתנה at tinyurl . . . .,spam,עברית: Your entry won! Claim $3586 cash prize at tinyurl....,hebrew,rule_based,238
עברית : Envoyez de l ' argent maintenant http / / bit . ly / 1154 . . .,phishing,עברית: Envoyez de l'argent maintenant http//bit.ly/1154...,hebrew,rule_based,239
עברית : Dal mese prossimo ricevi fino al 50 % di chiamate i . . .,spam,עברית: Dal mese prossimo ricevi fino al 50% di chiamate i...,hebrew,rule_based,240
"עברית : Si vous pensez me soulever , alors non . . . .",ham,"עברית: Si vous pensez me soulever, alors non....",hebrew,rule_based,241
"עברית : Hola , Pronto es tu cumpleaños . Es hora de comprar . . .",spam,"עברית: Hola, Pronto es tu cumpleaños. Es hora de comprar ...",hebrew,rule_based,242
עברית : Invia denaro ora http : / / bit . ly / 2090 . . .,phishing,עברית: Invia denaro ora http://bit.ly/2090...,hebrew,rule_based,243
עברית : I think the other two still need to get מזומן but w . . .,ham,עברית: I think the other two still need to get cash but w...,hebrew,rule_based,244
עברית : Offizielle Mitteilung : Ihr M - KIOS SIM - Karte hat de . . .,spam,עברית: Offizielle Mitteilung: Ihr M-KIOS SIM-Karte hat de...,hebrew,rule_based,245
"עברית : Ich habe dich gebeten , ihn jetzt anzurufen , okay . . . .",ham,"עברית: Ich habe dich gebeten, ihn jetzt anzurufen, okay....",hebrew,rule_based,246
עברית : Perte de poids ! Plus de copines . Faites beaucoup . . .,ham,עברית: Perte de poids ! Plus de copines. Faites beaucoup ...,hebrew,rule_based,247
עברית : Colis retenu au terminal : http : / / ffnst . com / 7DH557 . . .,phishing,עברית: Colis retenu au terminal: http://ffnst.com/7DH557...,hebrew,rule_based,248
עברית : זכייה winner ! דרוש your $ 2193 gift card at goo . gl . . .,phishing,עברית: Prize winner! Claim your $2193 gift card at goo.gl...,hebrew,rule_based,249
עברית : Promo Hari Valentine Spesial ! Menangkan lebih dari . . .,spam,עברית: Promo Hari Valentine Spesial! Menangkan lebih dari...,hebrew,rule_based,250
"עברית : Ya . Sewa sangat mahal , jadi begitulah cara kami un . . .",ham,"עברית: Ya. Sewa sangat mahal, jadi begitulah cara kami un...",hebrew,rule_based,251
עברית : Earn $ 2427 per week working from home ! . . .,spam,עברית: Earn $2427 per week working from home!...,hebrew,rule_based,252
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,253
עברית : 🎉 CONGRATS ! אתם ניצחת $ 4376 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $4376 Amazon gift card! Redeem...,hebrew,rule_based,254
"עברית : Haha , saya akan , tapi meskipun sakit ini , saya suk . . .",ham,"עברית: Haha, saya akan, tapi meskipun sakit ini, saya suk...",hebrew,rule_based,255
"עברית : Non lo so , suppongo che lo capiremo un ' ora dopo qu . . .",ham,"עברית: Non lo so, suppongo che lo capiremo un'ora dopo qu...",hebrew,rule_based,256
עברית : Work from home : Earn $ 1211 / hour ! Start כיום : bit . . . .,spam,עברית: Work from home: Earn $1211/hour! Start today: bit....,hebrew,rule_based,257
עברית : Debt relief program : Get out of debt fast ! התקשר 37 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 37...,hebrew,rule_based,258
עברית : Informa i tuoi amici su cosa hai intenzione di far . . .,ham,עברית: Informa i tuoi amici su cosa hai intenzione di far...,hebrew,rule_based,259
"עברית : Terima kasih telah menjadi Sahabat IndosatOoredoo , . . .",spam,"עברית: Terima kasih telah menjadi Sahabat IndosatOoredoo,...",hebrew,rule_based,260
עברית : Anda perlu segera mengirim uang kepada IRS di http . . .,spam,עברית: Anda perlu segera mengirim uang kepada IRS di http...,hebrew,rule_based,261
עברית : Your tax refund of $ 2698 is ready . קבל at bit . ly . . .,phishing,עברית: Your tax refund of $2698 is ready. Claim at bit.ly...,hebrew,rule_based,262
עברית : Jangan malas . . . menjadi tajam dan bahagia ! Layanan . . .,spam,עברית: Jangan malas... menjadi tajam dan bahagia! Layanan...,hebrew,rule_based,263
עברית : זכייה winner ! תבע your $ 2820 gift card at tinyur . . .,phishing,עברית: Prize winner! Claim your $2820 gift card at tinyur...,hebrew,rule_based,264
עברית : Job מבצע : Earn $ 2026 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $2026/month. Apply at goo.gl/xyz...,hebrew,rule_based,265
עברית : Envoyez de l ' argent maintenant http : / / bit . ly / 1657 . . .,phishing,עברית: Envoyez de l'argent maintenant http://bit.ly/1657...,hebrew,rule_based,266
עברית : Non vedo l ' ora di andare in Cornovaglia . Spero che . . .,ham,עברית: Non vedo l'ora di andare in Cornovaglia. Spero che...,hebrew,rule_based,267
עברית : Paket ditahan di Terminal : http : / / ffnst . com / 7DH105 . . .,phishing,עברית: Paket ditahan di Terminal: http://ffnst.com/7DH105...,hebrew,rule_based,268
עברית : WhatsApp : New הגנה code : 3023 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 3023. Don't share it....,hebrew,rule_based,269
עברית : זכית 3768 מיד ! Click goo . gl / xyz to דרוש ! . . .,spam,עברית: WIN 3768 NOW! Click goo.gl/xyz to claim!...,hebrew,rule_based,270
עברית : Work from home : Earn $ 4830 / hour ! Start היום : tiny . . .,spam,עברית: Work from home: Earn $4830/hour! Start today: tiny...,hebrew,rule_based,271
עברית : Ini Rekeningnya . בנק שלי MANDIRI . a / n : ALI SYAMSUDIN . . . .,spam,עברית: Ini Rekeningnya. bank MANDIRI. a/n: ALI SYAMSUDIN....,hebrew,rule_based,272
"עברית : Non lo so . Continui a dire che non lo sei , ma da q . . .",ham,"עברית: Non lo so. Continui a dire che non lo sei, ma da q...",hebrew,rule_based,273
עברית : Sende jetzt Geld http : / / bit . ly / 1465 . . .,phishing,עברית: Sende jetzt Geld http://bit.ly/1465...,hebrew,rule_based,274
עברית : Envoyez de l ' argent maintenant http / / bit . ly / 1879 . . .,phishing,עברית: Envoyez de l'argent maintenant http//bit.ly/1879...,hebrew,rule_based,275
