text,label,augmentation_type
Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/8956,spam,
Pacchetto trattenuto in deposito terminale: http://ffnst.com/7DH62,phishing,
Netflix - Три шага еще и мы сделаем все остальное. Завершите регистрацию здесь: m.netflix.com/c7dBBbfK72X,ham,
"Хорошо, это приятно. Жаль, что я не могу это съесть",ham,
Send Money Now http//bit.ly/2540,phishing,
"நீங்களுடைய பற்றுக் கருதிகளை வாதங்கள் ஓர் வாரமும் அடுத்து வாரமும் குழப்பத்தில் இருக்க வேண்டும். விருந்திச்செய்து வேண்டியதைச் செய், முக்கியமாக, இப்போது முதலில், நான் அதே போது செய்கிறேன்.",ham,
WhatsApp: New security code: 5011. Don't share it.,phishing,
"Вы выиграли гарантированный приз в размере 200 фунтов стерлингов или даже 1000 фунтов стерлингов. Чтобы получить свой приз, позвоните бесплатно по номеру 08000407165 (18+). Чтобы прекратить получение сообщений, отправьте SMS с текстом ""getstop"" на номер 88222.",spam,
Invia denaro ora http://bit.ly/1524,phishing,
"Apa yang dipikirkan tidak ada yang mengatakannya dengan jelas. Baiklah, tidak perlu bertanya kepadanya. Aku akan pergi, apakah dia datang atau tidak.",ham,
"ஹலோ, உங்கள் Voicespin StockTradeGlobal கணக்கின் மீதிரும் தொகை -1873.02 ஆகும். உங்கள் கணக்கை விரைவில் நிகழ்த்திக்கொள்ளாம் என்னில் கடன் வரம்பை அடையாது மற்றும் தானாக தடை செய்யப்படும்.",ham,
Ly. Bitte beantworten Sie diese SMS nicht.,ham,
Job offer: Earn $3014/month. Apply at goo.gl/xyz,phishing,
வாழ்க்கை காப்பீடு மேலும் வயது வளர்ச்சியுடன் உயர்ந்துவிடுகின்றது. உங்கள் பிறந்த நாள் பிறக்கும் பிற்கு Rs5603 ஐ கொண்டு பதிவிடுவதைப் பிறகு Rs5390 ஐ செலுத்தி 1 கோடி வாழ்க்கை காப்பீடு வாங்கவும். விண்ணப்பிக்க rml.lu/KQgkgv3,spam,
Your entry won! Claim $3683 cash prize at goo.gl/xyz,spam,
URGENT: Your prize is waiting! Call 8548,spam,
FREE iPhone 15! Enter code 5690 at bit.ly/123,spam,
¡Fácil ah? ¡Que sen haya sido seleccionado significa que es bueno!,ham,
"வணக்கம், உங்கள் Voicespin MARGIN_ONE_SERVICES_LTD கணக்கு இருப்பு -31196.37 ஆகும். உடனே இதை நிரப்பாமல் இருக்கும் சமீபத்தில் கிரெடிட் வரம்பை அடையாச்சி என்றும் அது முடக்கப்படும்.",ham,
"Penso di averlo sistemato, puoi inviare un messaggio di prova?",ham,
Esperando tu llamada.,ham,
Earn $3118 per week working from home!,spam,
"Y varios para usted, señor.",ham,
"Habe heute mit Onkel John gesprochen. Er ist fest davon überzeugt, dass du Opfer bringen musst, um mich hier zu behalten. Er wird dich anrufen. Wenn er das tut, bitte ich dich nur zuzuhören. Mach keine Versprechen oder kläre, dass die Dinge nicht einfach sind. Und ich bitte dich, uns die Möglichkeit zu geben, die Dinge zu regeln. Solange ich auf Hilfe warte, wird meine Kreativität unterdrückt, also bitte halte ihn einfach zufrieden, keine Versprechen von deiner Seite.",ham,
"Ok, a che ora finisce?",ham,
Отправьте деньги сейчас http//bit.ly/1967,phishing,
Debes enviar dinero al IRS AHORA en https://tinyurl.com/8910,spam,
الطاولة مشغولة، أنتظر قرب الشجرة,ham,
"Verfolge sie und überfahre sie, während sie die Straße überquert.",ham,
Debt relief program: Get out of debt fast! Call 8510,spam,
Ricevi un potenziatore di dati mobile gratuito con ogni nuovo piano telefonico su MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/0,phishing,
Le colis est retenu au terminal: http://ffnst.com/7DH227,phishing,
"හායි, ඔබගේ උපන්දිම සිව්. එය ඉක්මන් වෙනුවෙන් සත්යයක් එකතු කිරීමේ කාලය ඇඳුමට වී ඇත. බෙර්ඩේ පසු ගනිමින් 1 කොටස් සැලසුම ග්රාශිකයට ලබා ප්රධාන කිරීමට කාලය ඇඳුමක් වන්න. වසරකට පස් මුදල් ගාස්තුව කර ගන්න සහ විසින් බර වැසුම් සහභාගීන්. මෙතැන් ක්ලික් කරන්න rml.lu/Cvs559Y42",spam,
Prize winner! Claim your $2797 gift card at goo.gl/xyz,phishing,
WIN 4013 NOW! Click tinyurl.com/abc to claim!,spam,
Package detained at the terminal: http://ffnst.com/7DH265,phishing,
ඔබ වෙනස් කිරීම අත්හිටුවූ මුද්යතාව IRS ඉහළ යොමු කිරීමට අවශ්ය සෑම කාරණයක්මයි. https://tinyurl.com/9028,spam,
Your order #8179 has been shipped.,ham,
أو ربما أن أصابعي السمينة تضغط على جميع هذه الأزرار ولا تعرف ماذا تفعل.,ham,
"උපුටාදු 4 ස්ටාර් ඉබීසා නිවාඩුට හෝ ¬£10,000 මුදල් යොමු විය හැකිය. 09066364349 දුරකථනයට වලංගු ගැනිමෙන් දිනාගත කරන්න! කෙසේ434SK38WP150PPM18+",spam,
"Ha... Dann müssen wir überall zu Fuß gehen... Wir können die Straßenbahn nicht nehmen. Mein Cousin sagte, wir können vom Hotel zum Viktoria Markt laufen.",ham,
"Gumby's hat ein besonderes Angebot, bei dem eine 12-Zoll-Käsepizza $2 kostet, also weiß ich, was wir heute Abend machen.",ham,
Job offer: Earn $4169/month. Apply at goo.gl/xyz,phishing,
Поторопитесь загрузить и зарегистрироваться в myCare на http://bit.ly/mycarepLy и получите Промо 10GB (4G) в пакетах Freedoom M & L по специальной цене ТОЛЬКО СЕГОДНЯ.,spam,
🎉 CONGRATS! You won $829 Amazon gift card! Redeem at goo.gl/xyz 🎉,spam,
FREE iPhone 15! Enter code 8063 at goo.gl/xyz,spam,
مرحبًا، رصيد حسابك Voicespin Stanislav_Poliakov 98.22. مالم تقم بشحنه في أسرع وقت ممكن، سيصل إلى الحد الأقصى للائتمان وسيتم حظره تلقائيًا.,ham,
டெர்மினலில் தேப்பு படுத்தப்பட்ட பேக்: http://ffnst.com/7DH361,phishing,
"* Je pensais à jeter tes baskets rouges, vertes et noires pour éviter de les ramener en train",ham,
Message officiel DE PT.PLANET 3CARD vous avez gagné un prix EN ESPECES d'une valeur de 100 millions de roupies qui est tombé sur le gagnant (3) code PIN: bg58757 veuillez vérifier à: www.planet-3care2016.blogspot.com.,spam,
Job offer: Earn $2379/month. Apply at tinyurl.com/abc,phishing,
"CIAO SPLENDIDA, COME STAI? IL MIO TELEFONO ERA IN CARICA LA SCORSA NOTTE QUANDO MI HAI MANDATO UN MESSAGGIO. SPERO TU ABBIA PASSATO UN BEL WEEKEND COME SONO SICURO CHE LO HAI FATTO. NON VEDO L'ORA DI VEDERTI DOMANI. AMORE JAZ.",ham,
Don't miss this amazing deal: jacket for only $17!,spam,
"S'il vous plaît, dites à Nelson que les billets ne viendront plus. L'argent que j'attendais ne viendra pas.",ham,
பேக்கேட் துறையில் கையாளப்பட்டது: http://ffnst.com/7DH445,phishing,
Apakah kamu sudah mendengar dari minggu ini?,ham,
Your tax refund of $3018 is ready. Claim at bit.ly/123,phishing,
"Vous avez GAGNÉ une somme garantie de 1000 £ en espèces ou un prix de 2000 £. Pour réclamer votre prix, appelez notre représentant du service clientèle au 08714712394 entre 10h et 19h.",spam,
මොබි රජු විද්යා සම්පත. ඔබට ආරාධ නගර දෙකරන් වෙසවාදීවකා කවුරු දර්ශනට හිදක් දුන්වන්නේ හෙටන්ට නගරේ පළමු නම් සදා ලේඛෙන් 82277 අංශයට ටෙක්ට් කරන්න. එය නැවතීමට හරි වරක් 1.50 රුපිල් හෝට ඉඩලම කරන්න. 008704050406 SP ඇරෝයාට් අස්පරෝවාව,spam,
https://goo.gl/783128,spam,
تم ضياع موعد الدفع الخاص بك. يرجى الإبلاغ/الاتصال بمكتب M-HUB على الرقم 082327327705. شكرًا.,spam,
Halo! Apa pendapatmu tentang pertandingan tersebut?,ham,
Debt relief program: Get out of debt fast! Call 3550,spam,
Per favore accettami per un giorno. O ti supplico di modificare il numero.,ham,
Selamat ENGLAND! Dapatkan nada dering resmi atau bendera warna di ponsel Anda! Ketik TONE atau FLAG ke 84199 SEKARANG! Berhenti berlangganan dengan mengirimkan pesan teks ENG STOP. Kotak pos 39822 W111WX ¬£1.50,spam,
FREE iPhone 15! Enter code 7394 at tinyurl.com/abc,spam,
Utilice 288183 como código para restablecer la contraseña de su cuenta de Microsoft.,ham,
"Уважаемый держатель ваучера, Чтобы воспользоваться предложением на этой неделе, зайдите на сайт http://www.e-tlp.co.uk/reward с компьютера. Применяются условия.",spam,
"Благодаря пополнению вашего номера было выбрано как победитель в конкурсе Tri Surprise, вы получаете наличный чек на 100 млн от PLANET-3CARE Пин-код: b8337h9, проверьте свой приз на сайте www.planet-3care2015.blogspot.com.",spam,
"Bitte rufen Sie sofort unter 08712402902 an, da eine dringende Nachricht auf Sie wartet.",spam,
Grazie per aver ricaricato su sunny15. Trx successo sbsar 10.000 SN:1790103904. BYR PLNTELKOM BISA. Attenderemo il tuo ritorno.,spam,
சீமையல்ல நீ ம்யாக் சாப்பிட்டு விஸ்மயிச்சிட்டேனா.. நீ என்னை மறக்கச்ச இருக்கனும். நீ பதில் கொடுத்தது சூரியனை எல்லை காணாதபடி நேராகி செல்கின்றதா. எனக்கு அது வெற்றி பெற்றதுதான். இப்போது நான் என்ன சாப்பிடுவது?,ham,
"Princesa, ¿tu gatito está afeitado o natural?",ham,
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam,
"Aliado, por favor no contestar este mensaje SMS.",ham,
Webseite ist nicht verfügbar!,ham,
"Genial, envíame un mensaje cuando estés listo",ham,
Your account balance is $3383,ham,
Exclusive Offer: Get 50% off on your next purchase at SuperShoes. Visit www.supershoes.com/offers. Unsubscribe at bit.ly/com37393,spam,
Geld jetzt senden http//bit.ly/1550,phishing,
Invia denaro ora http//bit.ly/2483,phishing,
Don't miss this amazing deal: watch for only $54!,spam,
Sende jetzt Geld http//bit.ly/2550,phishing,
أرسل المال الآن http//bit.ly/1880,phishing,
Tunggu saja sampai akhir Maret ketika El Nino muncul. Oh.,ham,
Your entry won! Claim $3586 cash prize at tinyurl.com/abc,spam,
Envoyez de l'argent maintenant http//bit.ly/1154,phishing,
عرض حصري: احصل على خصم 50٪ على مشترياتك القادمة من SuperShoes. تفضل بزيارة www.supershoes.com/offers. إلغاء الاشتراك عبر الرابط bit.ly/com37426,spam,
