id,source,text,dataset_label,rule_label,rule,typesafe_label,typesafe_confidence,decision,decision_source
r04762,rehearsal,"Soy ARUM K PRASODJO, operador de TRI JKT PST, en colaboración con PT.POS PERSERO, hemos enviado una carta de notificación para usted, pero su dirección de registro de la tarjeta TRI no se ha encontrado, por lo tanto, hemos enviado esta información por mensaje de texto. ¡FELICIDADES! Su número ha sido seleccionado en el sorteo de TRI que se emitió en MNCtv el 11 de agosto de 2015 como el segundo ganador con el número de sorteo: 333342M. Complete el procedimiento de su premio antes de la fecha límite haciendo clic en este enlace: http://www.gebyar-trichampions.jimdo.com.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04791,rehearsal,يجب عليك إرسال الأموال للسلطة الضريبية الآن عبر الرابط: https://tinyurl.com/8933,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04798,rehearsal,"URGENT! Your Mobile No. was awarded ¬£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04804,rehearsal,"Вы выиграли 1 000 фунтов наличными или приз в 2 000 фунтов! Чтобы получить выигрыш, позвоните по номеру 09050000327. Условия и положения: RSTM, SW7 3SS. 150 рублей за сообщение",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04815,rehearsal,"Amazon akan mengirimkan pengembalian dana sebesar $32,64 untuk Anda. Tolong balas dengan nomor rekening bank dan nomor routing Anda untuk menerima pengembalian dana Anda.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04831,rehearsal,"¡Felicidades! Ha recibido un premio de Rp. 75 millones. De TELKOMSEL puntos ""Edisi september"" Contacte a la oficina central: 082375271777 (Ir. Dwi Hartanto)",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04851,rehearsal,"СРОЧНО! Ваш мобильный номер 07xxxxxxxxx выиграл бонусный приз в размере £2,000 для звонивших 02/06/03! это вторая попытка связаться с ВАМИ! позвоните по номеру 09066362231 НЕМЕДЛЕННО! BOX97N7QP, 150PPM",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04853,rehearsal,ملحوظة: نحاول الاتصال بك. يُظهر السحب الذي أُقيم في نهاية الأسبوع الماضي أنك فزت بجائزة بقيمة 1000 جنيه إسترليني مضمونة. يُرجى الاتصال على الرقم 09064017295 وذكر رمز المطالبة K52. العرض ساري لمدة ١٢ ساعة. سعر الاتصال هو ١٥٠ بنس في الدقيقة.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04864,rehearsal,تحتاج إلى إرسال الأموال الآن إلى السلطة الضريبية على الرابط التالي: https://tinyurl.com/8983,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04869,rehearsal,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04896,rehearsal,URGENT! Nous essayons de contacter U. Le tirage d'aujourd'hui montre que vous avez gagné un prix de £800 GARANTI. Appelez le 09050001808 à partir d'une ligne fixe. Réclamez M95. Valide 12 heures seulement,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04898,rehearsal,இப்போது ஐ.ஆர்.எஸ்-க்கு பணம் அனைத்தும் அனுப்ப வேண்டும் https://tinyurl.com/8913,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04915,rehearsal,"رسالة مجانية: تشير سجلاتنا إلى أنك قد تكون مؤهلاً للحصول على 3750 جنيهًا إسترلينيًا بسبب الحادث الذي تعرضت له. للمطالبة بذلك مجانًا، قم بالرد بـ ""نعم"" على هذه الرسالة. لإلغاء الاشتراك، أرسل ""توقف"".",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04933,rehearsal,நீங்கள் தற்காலிகமாக IRS க்கு பணம் அனுப்ப வேண்டும் இப்போது https://tinyurl.com/9010 இல்,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04942,rehearsal,URGENTE! Stiamo cercando di contattare U. L'estrazione di oggi mostra che hai vinto un premio garantito di £2000. Chiama il 09058094507 da una linea fissa. Richiedi il premio 3030. Valido solo per 12 ore.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04943,rehearsal,INFO OFFICIELLE Tri Care FÉLICITATIONS Votre numéro a été sélectionné pour remporter un prix de 1 voiture MOBIL de Tri Care Avec le code gagnant: br25h99 Info: www.gebeyar-3care.tk,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04947,rehearsal,вы должны отправит деньги irs сейчас на h77ps://tinyurl.c0m/8976,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04978,rehearsal,ඔයා දැන් IRS වෙත මුදල යවන්න අවශ්‍යා NOW https://tinyurl.com/8939ට,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04981,rehearsal,"Mi dispiace, abbiamo cercato di contattarti ma senza successo. Congratulazioni! Il tuo numero è stato selezionato per il terzo premio da PT.3CARE. Pin; b8337h9 Per ulteriori informazioni clicca su www.hadiah3care-2016.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04988,rehearsal,"Sie haben einen garantierten Preis von £200 oder sogar £1000 Bargeld gewonnen. Um Ihren Preis zu beanspruchen, rufen Sie gebührenfrei unter 08000407165 an (ab 18 Jahren). Um weitere Nachrichten zu stoppen, senden Sie STOP an 88222. PHP. RG21 4JX.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r04992,rehearsal,ПОЗДРАВЛЯЕМ! Вы стали победителем в розыгрыше POP-MIE GETLUCKY и выиграли 1 автомобиль NISSAN JUKE. Ваш пин-код: b89c7h9. Для получения информации перейдите по ссылке: www.hadiah-pop-mie-2013.webs.com.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05006,rehearsal,"Maaf, kami tidak bisa memfasilitasi pertukaran kontak pribadi seperti nomor telepon. Apakah ada sesuatu yang bisa saya bantu?",spam,remove,decision4_translator_note,ham,1.0,remove,approved 2026-09-17 (bulk suggestion)
r05018,rehearsal,"Это второй раз, когда мы пытаемся связаться с вами. Вы выиграли приз в размере 750 фунтов. Получить его просто, позвоните сейчас по номеру 08718726970! Только 10 пенсов в минуту. Национальная тарификация BT.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05028,rehearsal,"ВЫ ВЫИГРАЛИ! Ваш отдых на Коста-дель-Соль на 4* или ¬£5000 ждут вас. Позвоните по номеру 09050090044 сейчас, чтобы забрать выигрыш. Просим оплатить доставку по адресу SAE, TC s, POBox334, Stockport, SK38xh, Стоимость ¬£1.50 за сообщение, Максимальная длительность - 10 минут",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05050,rehearsal,تحتاج إلى إرسال الأموال إلى الهيئة الضريبية الآن على https://tinyurl.com/8920,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05055,rehearsal,"GEWINNER!! Als geschätzter Netzwerkkunde wurden Sie ausgewählt, um einen £900 Preis zu erhalten! Rufen Sie unter 09061701461 an, um Ihren Gewinn zu beanspruchen. Anspruchscode KL341. Nur 12 Stunden gültig.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05085,rehearsal,"¡Has ganado ?1,000 en efectivo o un premio de ?2,000! Para reclamar, llama al 09050000327",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05098,rehearsal,Glückwunsch !!! Sie haben einen Bar Scheck in Höhe von 27 Millionen Rupien von PT. Bank Rakyat Indonesia erhalten. Ihr PIN-Code lautet: ijh76k79. Für weitere Informationen besuchen Sie www.bri-untungbeliung.blogspot.com oder kontaktieren Sie uns unter: 021-3677-1839.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05103,rehearsal,அவசரம்! நாம் உங்களை தொடர முயற்சிக்கிறோம். கடந்த வீக்என்ட் கொள்கைகள் உங்கள் பரிசு உறுதியுடன் ¬£900 பரிசு பெற்றுள்ளது என்று காட்சிப்படுகிறது. 09061701851 எடுக்கவும். கோரிக்கை குறியீடு K61. செல்லுநர் 12 மணிநேரத்திற்க்கும் மட்டும் சரியா உள்ளது,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05104,rehearsal,Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA (02599875) U/Info Klik Website www.undianbri.co.vu,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05107,rehearsal,تهانينا! لقد فزت ببطاقة هدايا وولمارت بقيمة 1000 دولار. اذهب إلى http://bit.ly/12345 للمطالبة الآن.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05120,rehearsal,Devi inviare soldi all'IRS ORA su https://tinyurl.com/8918,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05131,rehearsal,"INFO RESMI PT.INDOFOOD No.Anda t'dftr pemenang UNDIAN POP MIE edisi 2013 Mndptkn 1unit ""NISSAN JUKE"" PIN;a1c5h79 info,kunjungi;www.popmieget.webs.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05138,rehearsal,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05153,rehearsal,URGENTE! Stiamo cercando di contattare U. L'estrazione di oggi mostra che hai vinto un premio di £800 GARANTITO. Chiama il 09050003091 da una linea fissa. Richiedi il premio C52. Valido 12 ore soltanto.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05160,rehearsal,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05162,rehearsal,IRS-க்கு உங்கள் பணத்தை உள்நுழைய வேண்டும். உங்கள் நம்பகத்திற்கு உடன் பணம் அனுப்ப வேண்டும் https://tinyurl.com/8872,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05198,rehearsal,ඔබට දැන් හදුන්වන්නේ IRS වෙත මුදල යවන්න ඉඩ දෙනවේ https://tinyurl.com/8952,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05206,rehearsal,Sie haben Tickets für das EURO2004 CUP FINALE oder £800 Bargeld gewonnen. Zur Abholung rufen Sie unter 09058099801 mit dem Code b4190604 an. Adresse: POBOX 7876150ppm.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05268,rehearsal,"Como valioso cliente, me complace informarle que, tras la reciente revisión de su número de móvil, ha sido galardonado con un premio de bonificación de £1500, llame al 09066368470.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05275,rehearsal,"Sie haben einen garantierten Bargewinn von 1000 £ oder einen Sachpreis von 2000 £ gewonnen. Um Ihren Preis einzulösen, rufen Sie unseren Kundendienstmitarbeiter unter der Nummer 08714712412 zwischen 10:00 und 19:00 Uhr an. Kosten: 10 Pence.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05279,rehearsal,"Anda telah MENANG hadiah uang tunai senilai ¬£1000 atau hadiah senilai ¬£2000. Untuk mengklaim hadiah Anda, hubungi perwakilan layanan pelanggan kami di 08714712394 antara pukul 10 pagi hingga 7 malam.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05296,rehearsal,تحتاج إلى إرسال الأموال إلى السلطة الضريبية الآن على الرابط التالي: https://tinyurl.com/9028,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05308,rehearsal,"DRINGEND! Wir versuchen, U zu kontaktieren. Die heutige Auslosung zeigt, dass Sie einen garantierten Preis von £800 gewonnen haben. Rufen Sie vom Festnetz aus die 09050001808 an. Gutschein M95. Nur 12 Stunden gültig.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05327,rehearsal,"Это уже второй раз, когда мы пытаемся связаться с вами. Вы выиграли приз в размере 750 фунтов. Получить его легко, позвоните по номеру 08718726970 СЕЙЧАС! Только 10 пенсов за минуту. Национальная тарификация BT.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05334,rehearsal,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05350,rehearsal,"¡Felicidades! Gracias a un buen amigo U ha GANADO el premio de Navidad de ¬£2,000. 2 reclamar es fácil, ¡solo llama al 08718726978 AHORA! Solo 10p por minuto. Tarifa nacional de BT.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05352,rehearsal,يجب عليك إرسال الأموال إلى الخدمة الضريبية الآن على الرابط: https://tinyurl.com/8985,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05373,rehearsal,Sie müssen dem IRS JETZT Geld überweisen unter https://tinyurl.com/9051.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05388,rehearsal,"Virementz simplement l'argent sur ce compte. Mandiri. Numéro de compte: 152-00-1236312-9. au nom de: DARMAN. Une fois le virement effectué, envoyez un SMS à ce numéro. Merci",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
